학교명,과목명,교원수(계)
양현고등학교,영어권 문화,1
양현고등학교,영어 독해와 작문,3
양현고등학교,영어Ⅰ,3
양현고등학교,영어,3
양현고등학교,기하,1
양현고등학교,확률과 통계,1
양현고등학교,미적분,2
양현고등학교,생활과 윤리,1
양현고등학교,수학Ⅰ,2
양현고등학교,수학,3
양현고등학교,기타특수,1
양현고등학교,고전 읽기,1
양현고등학교,심화 국어,2
양현고등학교,문학,2
양현고등학교,생활과 한문,1
